StoreID,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,CompetitionCategory,HasCompetition
278,a,c,9260.0,2.0,2010.0,0,0.0,0.0,None,Far,1
279,d,c,2320.0,0.0,0.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",Moderate,1
280,d,c,18640.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",Far,1
281,d,c,6970.0,9.0,2011.0,0,0.0,0.0,None,Far,1
282,a,a,1220.0,12.0,2010.0,0,0.0,0.0,None,Close,1
283,a,a,2260.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",Moderate,1
284,d,a,1290.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",Close,1
285,a,a,2410.0,0.0,0.0,0,0.0,0.0,None,Moderate,1
286,a,a,1460.0,4.0,2015.0,0,0.0,0.0,None,Close,1
287,c,a,2740.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",Moderate,1
288,d,a,800.0,0.0,0.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec",Close,1
289,d,a,6540.0,12.0,2007.0,0,0.0,0.0,None,Far,1
290,a,a,4150.0,5.0,2001.0,0,0.0,0.0,None,Moderate,1
291,d,a,2325.0,0.0,0.0,0,0.0,0.0,None,Moderate,1
292,a,a,1100.0,6.0,2009.0,0,0.0,0.0,None,Close,1
293,c,c,140.0,11.0,2007.0,0,0.0,0.0,None,Very Close,1
294,a,a,3150.0,5.0,2005.0,0,0.0,0.0,None,Moderate,1
295,a,a,210.0,11.0,2000.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",Very Close,1
296,a,a,9580.0,5.0,2007.0,1,45.0,2014.0,"Feb,May,Aug,Nov",Far,1
297,a,a,2300.0,9.0,2010.0,0,0.0,0.0,None,Moderate,1
298,d,a,19840.0,7.0,2009.0,0,0.0,0.0,None,Far,1
299,d,c,38630.0,9.0,2012.0,0,0.0,0.0,None,Far,1
300,a,c,120.0,4.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",Very Close,1
301,a,c,4510.0,3.0,2015.0,0,0.0,0.0,None,Moderate,1
302,d,c,2190.0,12.0,2007.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",Moderate,1
303,a,a,15430.0,11.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",Far,1
304,a,a,1950.0,7.0,2015.0,0,0.0,0.0,None,Close,1
305,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",Moderate,1
306,a,a,5100.0,4.0,2007.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",Far,1
307,a,a,18660.0,9.0,2002.0,0,0.0,0.0,None,Far,1
308,a,a,1070.0,12.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",Close,1
309,d,a,8740.0,0.0,0.0,1,37.0,2009.0,"Feb,May,Aug,Nov",Far,1
310,a,c,2290.0,0.0,0.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",Moderate,1
311,a,c,680.0,7.0,2005.0,0,0.0,0.0,None,Close,1
312,d,a,11300.0,3.0,2012.0,0,0.0,0.0,None,Far,1
313,d,c,14160.0,0.0,0.0,0,0.0,0.0,None,Far,1
314,a,a,3560.0,10.0,2001.0,1,31.0,2013.0,"Feb,May,Aug,Nov",Moderate,1
315,a,c,38710.0,4.0,2013.0,0,0.0,0.0,None,Far,1
316,d,a,9000.0,8.0,2001.0,0,0.0,0.0,None,Far,1
317,d,a,3140.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",Moderate,1
318,d,c,32330.0,3.0,2014.0,0,0.0,0.0,None,Far,1
319,a,c,570.0,9.0,2012.0,1,27.0,2012.0,"Mar,Jun,Sept,Dec",Close,1
320,a,c,210.0,9.0,2012.0,0,0.0,0.0,None,Very Close,1
321,c,c,8140.0,11.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",Far,1
322,a,a,17500.0,4.0,2001.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",Far,1
323,d,c,8400.0,4.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",Far,1
324,a,a,13140.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",Far,1
325,a,c,350.0,3.0,2011.0,1,22.0,2011.0,"Feb,May,Aug,Nov",Very Close,1
326,d,a,10070.0,5.0,2015.0,1,31.0,2013.0,"Feb,May,Aug,Nov",Far,1
327,c,c,1390.0,12.0,2004.0,0,0.0,0.0,None,Close,1
328,a,a,3130.0,7.0,2002.0,0,0.0,0.0,None,Moderate,1
329,a,a,1310.0,6.0,1990.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",Close,1
330,a,c,370.0,0.0,0.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",Very Close,1
331,a,c,670.0,0.0,0.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",Close,1
332,a,a,1840.0,3.0,2006.0,0,0.0,0.0,None,Close,1
333,a,c,3720.0,2.0,2010.0,0,0.0,0.0,None,Moderate,1
334,d,c,4040.0,8.0,2008.0,1,18.0,2013.0,"Mar,Jun,Sept,Dec",Moderate,1
335,b,a,90.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",Very Close,1
336,a,a,190.0,7.0,2014.0,0,0.0,0.0,None,Very Close,1
337,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",Far,1
338,a,c,1590.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",Close,1
339,a,c,2280.0,0.0,0.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",Moderate,1
340,a,c,8080.0,0.0,0.0,0,0.0,0.0,None,Far,1
341,a,a,190.0,9.0,2011.0,0,0.0,0.0,None,Very Close,1
342,d,c,15770.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",Far,1
343,d,a,18650.0,4.0,2004.0,1,14.0,2014.0,"Jan,Apr,Jul,Oct",Far,1
344,a,c,300.0,4.0,2011.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",Very Close,1
345,a,a,120.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",Very Close,1
346,a,c,8090.0,0.0,0.0,0,0.0,0.0,None,Far,1
347,d,c,9360.0,7.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",Far,1
348,a,a,16490.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",Far,1
349,c,c,1490.0,4.0,2009.0,0,0.0,0.0,None,Close,1
350,d,a,8880.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",Far,1
351,a,a,5290.0,11.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",Far,1
352,d,c,6360.0,0.0,0.0,1,40.0,2012.0,"Mar,Jun,Sept,Dec",Far,1
353,b,b,900.0,0.0,0.0,1,14.0,2013.0,"Feb,May,Aug,Nov",Close,1
354,d,c,1500.0,10.0,2005.0,0,0.0,0.0,None,Close,1
355,a,c,9720.0,8.0,2013.0,0,0.0,0.0,None,Far,1
356,d,c,8970.0,12.0,2007.0,1,22.0,2012.0,"Feb,May,Aug,Nov",Far,1
357,a,a,2060.0,10.0,2008.0,0,0.0,0.0,None,Moderate,1
358,a,a,2890.0,10.0,2003.0,0,0.0,0.0,None,Moderate,1
359,d,c,4370.0,0.0,0.0,0,0.0,0.0,None,Moderate,1
360,a,a,2040.0,6.0,2007.0,0,0.0,0.0,None,Moderate,1
361,c,c,4490.0,5.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov",Moderate,1
362,c,c,340.0,0.0,0.0,0,0.0,0.0,None,Very Close,1
363,a,a,250.0,9.0,2009.0,0,0.0,0.0,None,Very Close,1
364,a,c,13620.0,0.0,0.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",Far,1
365,c,a,2410.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",Moderate,1
366,d,c,6470.0,12.0,2004.0,0,0.0,0.0,None,Far,1
367,d,c,2640.0,9.0,2012.0,0,0.0,0.0,None,Moderate,1
368,d,c,1450.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov",Close,1
369,d,c,5870.0,4.0,2014.0,0,0.0,0.0,None,Far,1
370,d,a,8250.0,10.0,2000.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct",Far,1
371,d,c,1970.0,7.0,2009.0,1,45.0,2014.0,"Feb,May,Aug,Nov",Close,1
372,d,c,4880.0,8.0,2010.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct",Moderate,1
373,d,c,11120.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",Far,1
374,a,a,1150.0,9.0,2007.0,0,0.0,0.0,None,Close,1
375,a,c,15710.0,2.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",Far,1
376,a,a,160.0,8.0,2012.0,0,0.0,0.0,None,Very Close,1
377,a,c,100.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov",Very Close,1
378,a,c,2140.0,8.0,2012.0,0,0.0,0.0,None,Moderate,1
379,d,a,6630.0,0.0,0.0,0,0.0,0.0,None,Far,1
380,a,a,2240.0,5.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",Moderate,1
381,a,a,1800.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",Close,1
382,c,c,26130.0,11.0,2002.0,0,0.0,0.0,None,Far,1
383,a,c,350.0,0.0,0.0,0,0.0,0.0,None,Very Close,1
384,a,c,130.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",Very Close,1
385,d,a,4580.0,9.0,2007.0,0,0.0,0.0,None,Moderate,1
386,d,c,1460.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",Close,1
387,c,a,210.0,0.0,0.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",Very Close,1
388,a,a,2260.0,0.0,0.0,0,0.0,0.0,None,Moderate,1
389,a,c,6690.0,8.0,2011.0,0,0.0,0.0,None,Far,1
390,a,c,1600.0,4.0,2009.0,0,0.0,0.0,None,Close,1
391,a,a,460.0,11.0,2014.0,1,31.0,2013.0,"Feb,May,Aug,Nov",Very Close,1
392,a,a,2120.0,0.0,0.0,0,0.0,0.0,None,Moderate,1
393,d,c,4820.0,3.0,2008.0,0,0.0,0.0,None,Moderate,1
394,d,a,10850.0,0.0,0.0,0,0.0,0.0,None,Far,1
395,a,a,3620.0,2.0,2013.0,0,0.0,0.0,None,Moderate,1
396,a,c,23130.0,0.0,0.0,0,0.0,0.0,None,Far,1
397,a,c,130.0,0.0,0.0,1,27.0,2013.0,"Feb,May,Aug,Nov",Very Close,1
398,c,c,1540.0,0.0,0.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",Close,1
399,a,a,5360.0,9.0,2012.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",Far,1
400,a,a,70.0,11.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",Very Close,1
401,a,c,9200.0,10.0,2009.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",Far,1
402,c,c,5830.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",Far,1
403,a,a,4970.0,7.0,2015.0,0,0.0,0.0,None,Moderate,1
404,a,c,1420.0,0.0,0.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",Close,1
405,a,a,1080.0,4.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",Close,1
406,d,c,8240.0,3.0,2001.0,1,10.0,2013.0,"Feb,May,Aug,Nov",Far,1
407,a,a,5890.0,10.0,2003.0,1,14.0,2011.0,"Feb,May,Aug,Nov",Far,1
408,c,a,1560.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",Close,1
409,d,c,840.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",Close,1
410,c,a,40.0,11.0,2011.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",Very Close,1
411,d,c,8460.0,0.0,0.0,0,0.0,0.0,None,Far,1
412,d,c,4460.0,0.0,0.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct",Moderate,1
413,a,c,760.0,9.0,2014.0,0,0.0,0.0,None,Close,1
414,d,c,6210.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",Far,1
415,d,c,6910.0,4.0,2005.0,0,0.0,0.0,None,Far,1
416,a,c,4650.0,6.0,2014.0,0,0.0,0.0,None,Moderate,1
417,a,c,840.0,0.0,0.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",Close,1
418,a,a,1060.0,5.0,2009.0,1,27.0,2011.0,"Feb,May,Aug,Nov",Close,1
419,c,a,1620.0,9.0,2009.0,0,0.0,0.0,None,Close,1
420,d,c,250.0,0.0,0.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct",Very Close,1
421,c,c,3530.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",Moderate,1
422,a,c,2880.0,0.0,0.0,0,0.0,0.0,None,Moderate,1
423,b,a,1270.0,5.0,2014.0,0,0.0,0.0,None,Close,1
424,d,c,1250.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",Close,1
425,d,c,1460.0,0.0,0.0,0,0.0,0.0,None,Close,1
426,a,a,250.0,0.0,0.0,0,0.0,0.0,None,Very Close,1
427,a,c,70.0,7.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",Very Close,1
428,d,a,2960.0,12.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec",Moderate,1
429,d,c,16350.0,7.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",Far,1
430,d,c,12870.0,10.0,2008.0,0,0.0,0.0,None,Far,1
431,d,c,4520.0,0.0,0.0,0,0.0,0.0,None,Moderate,1
432,a,a,810.0,5.0,2013.0,0,0.0,0.0,None,Close,1
433,a,c,30030.0,11.0,2010.0,0,0.0,0.0,None,Far,1
434,a,a,13020.0,8.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",Far,1
435,a,a,910.0,0.0,0.0,0,0.0,0.0,None,Close,1
436,d,a,2300.0,0.0,0.0,0,0.0,0.0,None,Moderate,1
437,c,c,430.0,0.0,0.0,1,50.0,2010.0,"Jan,Apr,Jul,Oct",Very Close,1
438,d,c,1110.0,0.0,0.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",Close,1
439,a,a,1350.0,9.0,2009.0,0,0.0,0.0,None,Close,1
440,d,a,3900.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov",Moderate,1
441,d,a,2530.0,0.0,0.0,0,0.0,0.0,None,Moderate,1
442,c,a,500.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",Close,1
443,d,a,11400.0,12.0,2005.0,0,0.0,0.0,None,Far,1
444,c,a,1700.0,11.0,2009.0,0,0.0,0.0,None,Close,1
445,a,a,240.0,0.0,0.0,0,0.0,0.0,None,Very Close,1
446,a,a,340.0,10.0,2000.0,1,31.0,2013.0,"Feb,May,Aug,Nov",Very Close,1
447,a,c,1510.0,9.0,2013.0,0,0.0,0.0,None,Close,1
448,a,c,3970.0,9.0,2009.0,0,0.0,0.0,None,Moderate,1
449,a,c,120.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",Very Close,1
450,c,a,5780.0,11.0,1994.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",Far,1
451,a,a,2460.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",Moderate,1
452,a,c,1850.0,8.0,2013.0,1,5.0,2011.0,"Feb,May,Aug,Nov",Close,1
453,a,c,75860.0,0.0,0.0,0,0.0,0.0,None,Far,1
454,a,a,26450.0,0.0,0.0,0,0.0,0.0,None,Far,1
455,d,c,7660.0,9.0,2010.0,0,0.0,0.0,None,Far,1
456,a,c,140.0,0.0,0.0,0,0.0,0.0,None,Very Close,1
457,d,c,13140.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",Far,1
458,c,a,3390.0,0.0,0.0,0,0.0,0.0,None,Moderate,1
459,a,a,250.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov",Very Close,1
460,a,a,34050.0,4.0,2008.0,0,0.0,0.0,None,Far,1
461,d,c,1790.0,7.0,2013.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",Close,1
462,a,a,44320.0,8.0,2008.0,0,0.0,0.0,None,Far,1
463,a,a,4160.0,0.0,0.0,0,0.0,0.0,None,Moderate,1
464,c,a,520.0,3.0,2009.0,0,0.0,0.0,None,Close,1
465,d,c,10890.0,4.0,2005.0,0,0.0,0.0,None,Far,1
466,a,c,3110.0,3.0,2003.0,0,0.0,0.0,None,Moderate,1
467,a,c,20390.0,4.0,2008.0,0,0.0,0.0,None,Far,1
468,c,c,5260.0,9.0,2012.0,0,0.0,0.0,None,Far,1
469,c,c,710.0,9.0,2005.0,0,0.0,0.0,None,Close,1
470,a,c,50.0,0.0,0.0,0,0.0,0.0,None,Very Close,1
471,d,a,5300.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",Far,1
472,c,c,5030.0,8.0,2011.0,0,0.0,0.0,None,Far,1
473,a,a,50.0,0.0,0.0,0,0.0,0.0,None,Very Close,1
474,c,a,14810.0,0.0,0.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec",Far,1
475,a,a,140.0,9.0,2005.0,0,0.0,0.0,None,Very Close,1
476,d,a,8300.0,9.0,2006.0,0,0.0,0.0,None,Far,1
477,d,a,770.0,7.0,2010.0,1,35.0,2010.0,"Jan,Apr,Jul,Oct",Close,1
478,d,c,1940.0,3.0,2012.0,0,0.0,0.0,None,Close,1
479,a,a,320.0,12.0,2005.0,1,9.0,2011.0,"Feb,May,Aug,Nov",Very Close,1
480,a,a,300.0,11.0,2012.0,0,0.0,0.0,None,Very Close,1
481,c,c,7470.0,0.0,0.0,1,44.0,2012.0,"Feb,May,Aug,Nov",Far,1
482,c,a,2550.0,10.0,2005.0,0,0.0,0.0,None,Moderate,1
483,a,c,2310.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",Moderate,1
484,a,c,14300.0,3.0,2011.0,0,0.0,0.0,None,Far,1
485,d,c,3270.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",Moderate,1
486,a,a,2320.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",Moderate,1
487,d,c,2180.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",Moderate,1
488,a,c,2890.0,4.0,2014.0,0,0.0,0.0,None,Moderate,1
489,a,a,14960.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",Far,1
490,a,a,660.0,4.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",Close,1
491,d,c,4680.0,0.0,0.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",Moderate,1
492,a,a,1740.0,3.0,2008.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",Close,1
493,d,c,1150.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",Close,1
494,b,a,1260.0,6.0,2011.0,0,0.0,0.0,None,Close,1
495,d,a,5470.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",Far,1
496,d,c,2780.0,6.0,2015.0,0,0.0,0.0,None,Moderate,1
497,a,c,1610.0,0.0,0.0,0,0.0,0.0,None,Close,1
498,a,a,990.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",Close,1
499,c,c,450.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov",Very Close,1
500,d,c,10690.0,9.0,2007.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct",Far,1
501,a,c,1620.0,9.0,2006.0,0,0.0,0.0,None,Close,1
502,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",Very Close,1
503,d,c,13080.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",Far,1
504,c,c,820.0,0.0,0.0,0,0.0,0.0,None,Close,1
505,a,a,350.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov",Very Close,1
506,a,a,1850.0,12.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov",Close,1
507,a,c,9070.0,4.0,2011.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",Far,1
508,a,c,1280.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",Close,1
509,a,a,4740.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",Moderate,1
510,a,c,8260.0,0.0,0.0,0,0.0,0.0,None,Far,1
511,a,a,2060.0,9.0,2009.0,0,0.0,0.0,None,Moderate,1
512,b,b,590.0,0.0,0.0,1,5.0,2013.0,"Mar,Jun,Sept,Dec",Close,1
513,a,a,400.0,8.0,2013.0,0,0.0,0.0,None,Very Close,1
514,c,c,1200.0,7.0,2012.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct",Close,1
515,d,c,11260.0,0.0,0.0,1,9.0,2011.0,"Feb,May,Aug,Nov",Far,1
516,a,c,20.0,0.0,0.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",Very Close,1
517,a,c,22490.0,0.0,0.0,0,0.0,0.0,None,Far,1
518,d,c,3330.0,3.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",Moderate,1
519,c,c,2510.0,8.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",Moderate,1
520,a,c,6900.0,0.0,0.0,1,40.0,2012.0,"Mar,Jun,Sept,Dec",Far,1
521,d,a,18610.0,11.0,2002.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec",Far,1
522,d,c,7160.0,11.0,2012.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct",Far,1
523,c,c,50.0,11.0,2013.0,0,0.0,0.0,None,Very Close,1
524,a,c,40860.0,9.0,2013.0,0,0.0,0.0,None,Far,1
525,d,c,1870.0,9.0,2013.0,0,0.0,0.0,None,Close,1
526,a,a,120.0,0.0,0.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec",Very Close,1
527,d,c,5830.0,4.0,2008.0,0,0.0,0.0,None,Far,1
528,a,c,20620.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",Far,1
529,d,c,12920.0,9.0,2012.0,0,0.0,0.0,None,Far,1
530,a,c,18160.0,0.0,0.0,0,0.0,0.0,None,Far,1
531,a,c,4030.0,0.0,0.0,0,0.0,0.0,None,Moderate,1
532,a,c,1070.0,8.0,2010.0,0,0.0,0.0,None,Close,1
533,a,c,5950.0,0.0,0.0,0,0.0,0.0,None,Far,1
534,d,a,1200.0,9.0,2009.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct",Close,1
535,a,a,3570.0,4.0,2007.0,0,0.0,0.0,None,Moderate,1
536,a,c,4700.0,9.0,2002.0,1,31.0,2013.0,"Feb,May,Aug,Nov",Moderate,1
537,a,a,600.0,5.0,2002.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",Close,1
538,a,a,990.0,2.0,2010.0,0,0.0,0.0,None,Close,1
539,a,a,770.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",Close,1
540,d,c,810.0,0.0,0.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct",Close,1
541,a,c,650.0,7.0,1990.0,0,0.0,0.0,None,Close,1
542,a,a,7280.0,9.0,2012.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",Far,1
543,c,a,1080.0,12.0,2012.0,0,0.0,0.0,None,Close,1
544,a,a,250.0,12.0,2001.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",Very Close,1
545,a,c,5020.0,5.0,2006.0,1,18.0,2014.0,"Feb,May,Aug,Nov",Far,1
546,a,a,580.0,1.0,2005.0,0,0.0,0.0,None,Close,1
547,d,c,8990.0,11.0,2009.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",Far,1
548,d,c,3760.0,2.0,2009.0,0,0.0,0.0,None,Moderate,1
549,a,c,2330.0,0.0,0.0,0,0.0,0.0,None,Moderate,1
550,d,c,50.0,6.0,2015.0,0,0.0,0.0,None,Very Close,1
551,a,c,2190.0,9.0,2013.0,0,0.0,0.0,None,Moderate,1
552,a,a,4260.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",Moderate,1
553,c,a,3040.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",Moderate,1
554,c,c,1200.0,0.0,0.0,0,0.0,0.0,None,Close,1
555,d,a,1560.0,1.0,2014.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",Close,1
556,d,c,1140.0,11.0,2014.0,0,0.0,0.0,None,Close,1
557,a,a,250.0,0.0,0.0,0,0.0,0.0,None,Very Close,1
