StoreID,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,CompetitionCategory,HasCompetition
558,a,a,3000.0,2.0,2010.0,0,0.0,0.0,None,Moderate,1
559,d,a,3910.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",Moderate,1
560,c,c,1910.0,7.0,2013.0,0,0.0,0.0,None,Close,1
561,d,a,14300.0,0.0,0.0,0,0.0,0.0,None,Far,1
562,b,c,1210.0,0.0,0.0,0,0.0,0.0,None,Close,1
563,a,a,700.0,3.0,2015.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",Close,1
564,d,c,6540.0,0.0,0.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct",Far,1
565,a,c,160.0,7.0,2007.0,0,0.0,0.0,None,Very Close,1
566,a,a,3620.0,0.0,0.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",Moderate,1
567,c,a,1010.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",Close,1
568,d,c,4270.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",Moderate,1
569,a,a,1340.0,9.0,2006.0,0,0.0,0.0,None,Close,1
570,a,a,180.0,11.0,2006.0,0,0.0,0.0,None,Very Close,1
571,d,a,2110.0,11.0,1995.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",Moderate,1
572,d,c,9230.0,4.0,2004.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",Far,1
573,a,a,1190.0,11.0,2012.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct",Close,1
574,d,a,4400.0,0.0,0.0,0,0.0,0.0,None,Moderate,1
575,a,a,960.0,5.0,2008.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",Close,1
576,c,a,50.0,11.0,2006.0,0,0.0,0.0,None,Very Close,1
577,a,c,2270.0,0.0,0.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",Moderate,1
578,d,a,12700.0,4.0,2013.0,0,0.0,0.0,None,Far,1
579,c,a,20970.0,11.0,2012.0,0,0.0,0.0,None,Far,1
580,a,c,170.0,2.0,2009.0,0,0.0,0.0,None,Very Close,1
581,a,a,7250.0,12.0,2013.0,0,0.0,0.0,None,Far,1
582,a,a,120.0,0.0,0.0,0,0.0,0.0,None,Very Close,1
583,a,a,2640.0,11.0,2002.0,0,0.0,0.0,None,Moderate,1
584,d,a,1360.0,0.0,0.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",Close,1
585,d,c,440.0,4.0,2014.0,0,0.0,0.0,None,Very Close,1
586,a,c,250.0,10.0,2008.0,0,0.0,0.0,None,Very Close,1
587,d,c,330.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",Very Close,1
588,d,c,15720.0,3.0,2010.0,0,0.0,0.0,None,Far,1
589,a,c,360.0,0.0,0.0,1,18.0,2013.0,"Feb,May,Aug,Nov",Very Close,1
590,d,c,4520.0,9.0,2010.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",Moderate,1
591,a,c,3340.0,0.0,0.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",Moderate,1
592,a,a,2540.0,6.0,2005.0,0,0.0,0.0,None,Moderate,1
593,a,c,33060.0,3.0,2010.0,0,0.0,0.0,None,Far,1
594,a,a,1790.0,10.0,2011.0,0,0.0,0.0,None,Close,1
595,c,c,1130.0,6.0,2015.0,0,0.0,0.0,None,Close,1
596,c,a,290.0,9.0,2006.0,0,0.0,0.0,None,Very Close,1
597,a,a,150.0,9.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec",Very Close,1
598,c,a,550.0,12.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",Close,1
599,d,c,580.0,11.0,2014.0,0,0.0,0.0,None,Close,1
600,d,c,17340.0,6.0,2010.0,1,9.0,2011.0,"Feb,May,Aug,Nov",Far,1
601,d,a,8220.0,4.0,2014.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",Far,1
602,a,a,2710.0,7.0,2001.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",Moderate,1
603,a,a,340.0,4.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",Very Close,1
604,d,a,10950.0,3.0,2014.0,0,0.0,0.0,None,Far,1
605,d,a,10310.0,4.0,2003.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",Far,1
606,a,a,2260.0,11.0,2007.0,0,0.0,0.0,None,Moderate,1
607,a,a,350.0,8.0,1999.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",Very Close,1
608,a,c,18370.0,2.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",Far,1
609,a,a,2070.0,9.0,2007.0,0,0.0,0.0,None,Moderate,1
610,a,a,660.0,1.0,2007.0,0,0.0,0.0,None,Close,1
611,a,a,8080.0,12.0,2002.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",Far,1
612,d,c,2490.0,11.0,2012.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct",Moderate,1
613,c,a,250.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",Very Close,1
614,a,a,1160.0,12.0,2012.0,0,0.0,0.0,None,Close,1
615,d,a,730.0,8.0,2007.0,0,0.0,0.0,None,Close,1
616,a,c,3040.0,8.0,2011.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",Moderate,1
617,a,c,8940.0,0.0,0.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct",Far,1
618,d,c,9910.0,0.0,0.0,0,0.0,0.0,None,Far,1
619,a,a,1600.0,6.0,2006.0,1,45.0,2009.0,"Feb,May,Aug,Nov",Close,1
620,d,c,5440.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",Far,1
621,a,a,30.0,7.0,2002.0,0,0.0,0.0,None,Very Close,1
622,a,c,2325.0,0.0,0.0,0,0.0,0.0,None,Moderate,1
623,a,a,4080.0,3.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",Moderate,1
624,a,c,6920.0,9.0,2011.0,0,0.0,0.0,None,Far,1
625,a,a,1170.0,4.0,2011.0,1,22.0,2012.0,"Feb,May,Aug,Nov",Close,1
626,c,c,10740.0,11.0,2013.0,0,0.0,0.0,None,Far,1
627,c,c,3970.0,3.0,2010.0,0,0.0,0.0,None,Moderate,1
628,a,c,2180.0,0.0,0.0,0,0.0,0.0,None,Moderate,1
629,d,a,510.0,7.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec",Close,1
630,a,a,1690.0,4.0,2015.0,0,0.0,0.0,None,Close,1
631,d,c,2870.0,0.0,0.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",Moderate,1
632,a,a,3350.0,2.0,2010.0,0,0.0,0.0,None,Moderate,1
633,d,a,11640.0,4.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",Far,1
634,d,a,18610.0,0.0,0.0,0,0.0,0.0,None,Far,1
635,a,a,27530.0,4.0,2014.0,0,0.0,0.0,None,Far,1
636,c,a,720.0,10.0,2004.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",Close,1
637,d,c,9790.0,0.0,0.0,1,31.0,2009.0,"Feb,May,Aug,Nov",Far,1
638,d,a,10170.0,11.0,2001.0,0,0.0,0.0,None,Far,1
639,a,a,7780.0,11.0,2006.0,0,0.0,0.0,None,Far,1
640,d,c,8040.0,0.0,0.0,0,0.0,0.0,None,Far,1
641,a,c,610.0,12.0,2003.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",Close,1
642,c,c,530.0,4.0,2005.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",Close,1
643,a,a,230.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov",Very Close,1
644,c,a,4030.0,12.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",Moderate,1
645,a,a,90.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",Very Close,1
646,a,a,620.0,9.0,2014.0,0,0.0,0.0,None,Close,1
647,a,c,7420.0,4.0,2013.0,0,0.0,0.0,None,Far,1
648,d,a,2130.0,12.0,2008.0,0,0.0,0.0,None,Moderate,1
649,a,a,14570.0,11.0,2002.0,0,0.0,0.0,None,Far,1
650,a,a,1420.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",Close,1
651,a,a,200.0,0.0,0.0,0,0.0,0.0,None,Very Close,1
652,a,a,20390.0,0.0,0.0,0,0.0,0.0,None,Far,1
653,d,c,7520.0,7.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov",Far,1
654,c,a,6930.0,9.0,2006.0,0,0.0,0.0,None,Far,1
655,d,c,960.0,11.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",Close,1
656,d,a,410.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",Very Close,1
657,c,c,80.0,1.0,2006.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",Very Close,1
658,d,c,520.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",Close,1
659,d,a,1590.0,3.0,2012.0,0,0.0,0.0,None,Close,1
660,a,a,1200.0,11.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",Close,1
661,d,c,2140.0,7.0,2013.0,0,0.0,0.0,None,Moderate,1
662,d,a,1070.0,0.0,0.0,0,0.0,0.0,None,Close,1
663,a,c,7860.0,5.0,2005.0,0,0.0,0.0,None,Far,1
664,d,c,1680.0,10.0,2005.0,0,0.0,0.0,None,Close,1
665,a,a,90.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",Very Close,1
666,c,c,2700.0,0.0,0.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",Moderate,1
667,d,c,2870.0,9.0,2012.0,0,0.0,0.0,None,Moderate,1
668,c,a,1270.0,9.0,2010.0,0,0.0,0.0,None,Close,1
669,d,a,17080.0,7.0,2012.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",Far,1
670,a,a,2060.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",Moderate,1
671,a,c,2070.0,2.0,2008.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct",Moderate,1
672,c,a,240.0,9.0,2002.0,0,0.0,0.0,None,Very Close,1
673,d,c,15170.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov",Far,1
674,a,a,2640.0,12.0,2005.0,1,31.0,2013.0,"Feb,May,Aug,Nov",Moderate,1
675,a,a,2100.0,8.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",Moderate,1
676,b,b,1410.0,9.0,2008.0,0,0.0,0.0,None,Close,1
677,d,a,1740.0,6.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov",Close,1
678,c,a,3250.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",Moderate,1
679,a,a,4140.0,9.0,2012.0,0,0.0,0.0,None,Moderate,1
680,c,a,170.0,0.0,0.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",Very Close,1
681,a,c,620.0,0.0,0.0,1,1.0,2014.0,"Mar,Jun,Sept,Dec",Close,1
682,b,a,150.0,9.0,2006.0,0,0.0,0.0,None,Very Close,1
683,a,a,2850.0,7.0,2014.0,0,0.0,0.0,None,Moderate,1
684,d,c,680.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",Close,1
685,a,a,650.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",Close,1
686,a,a,20050.0,4.0,2002.0,0,0.0,0.0,None,Far,1
687,d,c,2770.0,0.0,0.0,0,0.0,0.0,None,Moderate,1
688,a,a,18760.0,8.0,2015.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",Far,1
689,d,a,15040.0,10.0,2004.0,0,0.0,0.0,None,Far,1
690,a,a,100.0,0.0,0.0,0,0.0,0.0,None,Very Close,1
691,d,c,3030.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",Moderate,1
692,a,a,40.0,8.0,2001.0,0,0.0,0.0,None,Very Close,1
693,d,a,450.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",Very Close,1
694,a,c,460.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",Very Close,1
695,a,a,550.0,7.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",Close,1
696,a,c,430.0,0.0,0.0,0,0.0,0.0,None,Very Close,1
697,d,a,3780.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",Moderate,1
698,a,a,1790.0,5.0,2011.0,0,0.0,0.0,None,Close,1
699,a,a,180.0,0.0,0.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct",Very Close,1
700,a,c,830.0,0.0,0.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct",Close,1
701,d,a,1450.0,3.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",Close,1
702,a,a,8550.0,9.0,2001.0,1,45.0,2009.0,"Feb,May,Aug,Nov",Far,1
703,a,a,80.0,6.0,2005.0,0,0.0,0.0,None,Very Close,1
704,d,c,1910.0,4.0,2009.0,0,0.0,0.0,None,Close,1
705,a,a,4140.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",Moderate,1
706,d,a,7830.0,9.0,2014.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",Far,1
707,a,c,2900.0,7.0,1990.0,0,0.0,0.0,None,Moderate,1
708,c,c,11470.0,10.0,2009.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct",Far,1
709,a,a,500.0,12.0,2010.0,0,0.0,0.0,None,Close,1
710,d,a,1500.0,9.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",Close,1
711,d,a,17110.0,3.0,2007.0,1,5.0,2010.0,"Jan,Apr,Jul,Oct",Far,1
712,a,a,4870.0,9.0,2007.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct",Moderate,1
713,a,c,220.0,0.0,0.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",Very Close,1
714,d,c,12070.0,10.0,2005.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct",Far,1
715,a,a,14810.0,6.0,2014.0,0,0.0,0.0,None,Far,1
716,d,a,3200.0,1.0,2008.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",Moderate,1
717,d,c,310.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",Very Close,1
718,a,a,1100.0,6.0,2015.0,0,0.0,0.0,None,Close,1
719,c,c,8190.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",Far,1
720,a,c,15320.0,3.0,2011.0,1,14.0,2013.0,"Feb,May,Aug,Nov",Far,1
721,a,c,3590.0,9.0,2012.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",Moderate,1
722,a,a,50.0,0.0,0.0,0,0.0,0.0,None,Very Close,1
723,d,c,5650.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov",Far,1
724,d,c,5900.0,0.0,0.0,0,0.0,0.0,None,Far,1
725,d,c,17540.0,6.0,2012.0,0,0.0,0.0,None,Far,1
726,a,c,40540.0,2.0,2002.0,0,0.0,0.0,None,Far,1
727,a,a,2050.0,3.0,2007.0,0,0.0,0.0,None,Moderate,1
728,d,a,13990.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",Far,1
729,c,c,8980.0,6.0,2011.0,0,0.0,0.0,None,Far,1
730,c,a,1190.0,9.0,2013.0,0,0.0,0.0,None,Close,1
731,a,a,15270.0,0.0,0.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",Far,1
732,a,c,35280.0,0.0,0.0,0,0.0,0.0,None,Far,1
733,b,b,860.0,10.0,1999.0,0,0.0,0.0,None,Close,1
734,a,a,220.0,0.0,0.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",Very Close,1
735,d,c,1920.0,4.0,2005.0,0,0.0,0.0,None,Close,1
736,c,c,1650.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",Close,1
737,a,a,100.0,5.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",Very Close,1
738,d,c,5980.0,10.0,2005.0,0,0.0,0.0,None,Far,1
739,d,c,2770.0,6.0,2008.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",Moderate,1
740,d,a,6400.0,3.0,2014.0,0,0.0,0.0,None,Far,1
741,d,c,11900.0,0.0,0.0,0,0.0,0.0,None,Far,1
742,d,c,4380.0,0.0,0.0,0,0.0,0.0,None,Moderate,1
743,a,a,6710.0,11.0,2003.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",Far,1
744,a,a,1370.0,12.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",Close,1
745,a,a,17650.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",Far,1
746,d,c,4330.0,2.0,2011.0,1,35.0,2011.0,"Mar,Jun,Sept,Dec",Moderate,1
747,c,c,45740.0,8.0,2008.0,0,0.0,0.0,None,Far,1
748,d,a,2380.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",Moderate,1
749,a,a,3410.0,8.0,2011.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",Moderate,1
750,d,a,8670.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",Far,1
751,a,a,650.0,10.0,2006.0,0,0.0,0.0,None,Close,1
752,a,a,970.0,3.0,2013.0,1,31.0,2013.0,"Feb,May,Aug,Nov",Close,1
753,d,c,540.0,11.0,2012.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",Close,1
754,c,c,380.0,5.0,2008.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",Very Close,1
755,d,c,13130.0,12.0,2003.0,0,0.0,0.0,None,Far,1
756,a,c,50.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",Very Close,1
757,a,c,3450.0,0.0,0.0,0,0.0,0.0,None,Moderate,1
758,a,c,19780.0,6.0,2008.0,0,0.0,0.0,None,Far,1
759,a,a,110.0,11.0,2012.0,1,31.0,2013.0,"Feb,May,Aug,Nov",Very Close,1
760,a,a,560.0,1.0,2011.0,0,0.0,0.0,None,Close,1
761,a,a,2390.0,9.0,2012.0,0,0.0,0.0,None,Moderate,1
762,d,c,1280.0,0.0,0.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",Close,1
763,d,c,32240.0,3.0,2010.0,0,0.0,0.0,None,Far,1
764,a,c,26490.0,0.0,0.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",Far,1
765,a,c,25430.0,5.0,1999.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",Far,1
766,d,c,9820.0,0.0,0.0,0,0.0,0.0,None,Far,1
767,a,c,13080.0,0.0,0.0,0,0.0,0.0,None,Far,1
768,a,c,2630.0,9.0,2012.0,0,0.0,0.0,None,Moderate,1
769,b,b,840.0,0.0,0.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct",Close,1
770,a,c,100.0,4.0,2015.0,0,0.0,0.0,None,Very Close,1
771,a,a,20640.0,9.0,2007.0,0,0.0,0.0,None,Far,1
772,d,c,1850.0,0.0,0.0,0,0.0,0.0,None,Close,1
773,a,a,200.0,0.0,0.0,0,0.0,0.0,None,Very Close,1
774,a,c,640.0,9.0,2013.0,0,0.0,0.0,None,Close,1
775,d,c,6970.0,12.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",Far,1
776,c,a,700.0,4.0,2009.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",Close,1
777,d,c,8250.0,10.0,2004.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",Far,1
778,a,a,340.0,6.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",Very Close,1
779,a,a,16990.0,4.0,2004.0,0,0.0,0.0,None,Far,1
780,a,a,18160.0,0.0,0.0,0,0.0,0.0,None,Far,1
781,a,a,630.0,4.0,2007.0,0,0.0,0.0,None,Close,1
782,c,c,5390.0,8.0,2003.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",Far,1
783,d,c,15490.0,0.0,0.0,0,0.0,0.0,None,Far,1
784,a,a,560.0,10.0,2014.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",Close,1
785,d,c,970.0,7.0,2005.0,1,31.0,2013.0,"Feb,May,Aug,Nov",Close,1
786,a,a,290.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",Very Close,1
787,c,c,3210.0,6.0,2009.0,0,0.0,0.0,None,Moderate,1
788,a,c,1530.0,3.0,2013.0,0,0.0,0.0,None,Close,1
789,a,c,9770.0,7.0,2003.0,0,0.0,0.0,None,Far,1
790,d,c,9070.0,12.0,2003.0,0,0.0,0.0,None,Far,1
791,a,a,5950.0,4.0,2007.0,0,0.0,0.0,None,Far,1
792,d,a,17280.0,10.0,2009.0,1,18.0,2011.0,"Feb,May,Aug,Nov",Far,1
793,d,a,2710.0,7.0,2006.0,0,0.0,0.0,None,Moderate,1
794,c,c,5090.0,9.0,2006.0,0,0.0,0.0,None,Far,1
795,d,a,510.0,0.0,0.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",Close,1
796,a,c,7180.0,11.0,2012.0,0,0.0,0.0,None,Far,1
797,a,a,2090.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",Moderate,1
798,a,a,9560.0,4.0,2001.0,0,0.0,0.0,None,Far,1
799,a,c,2700.0,0.0,0.0,0,0.0,0.0,None,Moderate,1
800,d,a,2020.0,7.0,2014.0,0,0.0,0.0,None,Moderate,1
801,d,a,48330.0,4.0,2013.0,0,0.0,0.0,None,Far,1
802,a,c,910.0,0.0,0.0,1,22.0,2011.0,"Feb,May,Aug,Nov",Close,1
803,d,a,1760.0,0.0,0.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",Close,1
804,c,c,2100.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",Moderate,1
805,d,a,24770.0,10.0,2011.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",Far,1
806,d,a,260.0,0.0,0.0,1,44.0,2010.0,"Feb,May,Aug,Nov",Very Close,1
807,a,a,3870.0,4.0,2008.0,0,0.0,0.0,None,Moderate,1
808,a,a,18620.0,0.0,0.0,1,31.0,2009.0,"Feb,May,Aug,Nov",Far,1
809,a,a,12770.0,10.0,2000.0,0,0.0,0.0,None,Far,1
810,d,c,9640.0,11.0,2013.0,0,0.0,0.0,None,Far,1
811,a,a,410.0,9.0,2012.0,0,0.0,0.0,None,Very Close,1
812,d,a,2590.0,9.0,2012.0,0,0.0,0.0,None,Moderate,1
813,a,a,1560.0,9.0,2003.0,0,0.0,0.0,None,Close,1
814,d,c,24530.0,7.0,2013.0,0,0.0,0.0,None,Far,1
815,a,a,590.0,1.0,1900.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",Close,1
816,c,c,460.0,0.0,0.0,0,0.0,0.0,None,Very Close,1
817,a,a,140.0,3.0,2006.0,0,0.0,0.0,None,Very Close,1
818,d,a,490.0,0.0,0.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",Very Close,1
819,a,c,720.0,10.0,2014.0,0,0.0,0.0,None,Close,1
820,a,c,1650.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",Close,1
821,a,a,1700.0,9.0,2009.0,0,0.0,0.0,None,Close,1
822,a,c,410.0,11.0,2010.0,1,48.0,2010.0,"Mar,Jun,Sept,Dec",Very Close,1
823,a,c,16210.0,11.0,2010.0,0,0.0,0.0,None,Far,1
824,a,a,17570.0,0.0,0.0,0,0.0,0.0,None,Far,1
825,a,a,380.0,5.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",Very Close,1
826,a,c,7980.0,6.0,2005.0,0,0.0,0.0,None,Far,1
827,a,c,250.0,1.0,2005.0,0,0.0,0.0,None,Very Close,1
828,d,c,3290.0,12.0,2014.0,0,0.0,0.0,None,Moderate,1
829,c,a,110.0,0.0,0.0,0,0.0,0.0,None,Very Close,1
830,a,c,6320.0,0.0,0.0,1,5.0,2011.0,"Jan,Apr,Jul,Oct",Far,1
831,a,a,800.0,6.0,2007.0,0,0.0,0.0,None,Close,1
832,d,a,5070.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",Far,1
833,d,c,3290.0,12.0,1999.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",Moderate,1
834,a,a,3470.0,3.0,2012.0,0,0.0,0.0,None,Moderate,1
835,a,a,2890.0,12.0,2007.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",Moderate,1
836,a,a,2720.0,9.0,2012.0,0,0.0,0.0,None,Moderate,1
837,a,c,14600.0,4.0,2015.0,0,0.0,0.0,None,Far,1
838,d,c,6890.0,0.0,0.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec",Far,1
